ID,Título,Status do Museu,Localização,Geolocalização manual
82664,Museu Pomerano,Aberto,"-26.741924,-49.17229",False
82665,Casa de Cultura de Cerro Azul,Aberto,"-24.822615,-49.254106",False
82666,Museu da Casa da Cultura de Teresina,Aberto,"-5.096363,-42.813532",False
82667,Museu Municipal Professor José Luiz Pasin,Aberto,"-22.8469023,-45.2316652",False
82668,Museu do Gaúcho - Memorial de Alegrete Ícaro Ferreira da Costa,Aberto,"-29.7946486,-55.7612327",False
82669,Museu Histórico e Cultural de Caraí,Fechado,"-17.186629,-41.700753",False
82670,Casa da Memória Raída,Aberto,"-21.1266662,-56.4855708",False
82671,Museu Histórico de Itanhandu Ênio Brito,Aberto,"-22.2934917,-44.9359662",False
82672,Casa da Cultura Doutor Otto Stahl,Aberto,"-28.455263,-52.81868",False
82673,Museu do Piano,Aberto,"-29.385035,-50.875535",False
82674,Casa Chico Mendes,Fechado,"-10.64863,-68.492378",False
82675,Museu Mineiro,Aberto,"-19.9280665,-43.9371147",False
82676,Museu Municipal de Capistrano,Aberto,"-4.45607,-38.905196",False
82677,Museu Casa de Margarida Maria Alves,Aberto,"-7.042916,-35.635129000000006",False
82678,Museu Histórico Municipal Antônio Ventura Coimbra Lopes,Aberto,"-21.4126072,-42.1964769",False
82679,Museu do Tropeiro - Ipoema,Aberto,"-19.624415,-43.231643",False
82681,Museu Desembargador Lauro de Berredo Martins,Aberto,"-2.52661018702373,-44.3030762672424",False
82682,Pinacoteca Barão de Santo Ângelo,Aberto,"-30.029084,-51.223273",False
82683,Museu Malinverni Filho,Aberto,"-27.813883,-50.328836",False
82684,Museu Municipal de Mato Castelhano,Aberto,"-28.280508,-52.193749",False
82685,Museu Homem Brasileiro,Aberto,"-15.601408,-56.097898",False
82686,Museu Histórico Municipal Nice Antonieta Schüler,Fechado,"-29.681712472485202,-51.45332296994225",False
82687,Museu Municipal de Barão,Aberto,"-29.3756016,-51.499596800000006",False
82688,Núcleo de Arte Contemporânea da Universidade Federal da Paraíba,Aberto,"-7.125598,-34.88469",False
82689,Museu Salesiano dos Povos da Floresta,Aberto,"-11.373157,-58.748823",False
82690,Museu de Arte Moderna de Campinas,Fechado,"-22.911889877036618,-47.075316309928894",False
82691,Memorial Ministro Carlos Coqueijo Costa,Aberto,"-12.970997,-38.500437",False
82692,Fundação Museu Antropológico Caldas Junior,Fechado,"-29.822542,-50.511396",False
82693,Memorial de Mata Virgem,Aberto,"-7.6951247,-35.66323730000001",False
82694,Herbário Ase - Universidade Federal de Sergipe,Aberto,"-10.923420718845,-37.1021819114685",False
82695,Museu Histórico e da Memória,Aberto,"-23.7144395,-46.8497052",False
82696,Centro de Memória da Justiça Eleitoral do Ceará,Aberto,"-3.7812666103010653,-38.485095857670686",False
82697,Casa da Memória de Porteiras,Aberto,"-7.523053,-39.114386",False
82698,Museu de Artes Sacras - Paróquia Catedral,Aberto,"-29.685605,-53.807627",False
82699,Pinacoteca Aldo Locatelli,Aberto,"-30.02799655,-51.2286585703416",False
82700,Museu do Escravo,Aberto,"-22.470001,-43.812962",False
82701,Parque Estadual de Itapeva,Aberto,"-29.369054,-49.817518",False
82702,Ecomuseu de Maranguape,Aberto,"-3.8857258,-38.6815416",False
82703,Museu do Brinquedo Popular - Instituto Federal do Rio Grande do Norte,Aberto,"-5.788927,-35.208212",False
82704,Parque Estadual Pico Marumbi,Aberto,"-25.439406,-48.918839",False
82705,Memorial do Ministério Público do Estado do Maranhão,Aberto,"-2.5266637790530213,-44.30578529834747",False
82706,Jardim Botânico de Belo Horizonte,Aberto,"-19.8547913,-44.0049941",False
82707,Museu da Memória de Trindade,Aberto,"-16.649387,-49.495142",False
82708,Museu de Antropologia do Vale do Paraíba,Aberto,"-23.306385,-45.972848",False
82709,Museu do Homem Sergipano - Universidade Federal de Sergipe,Fechado,"-10.916038,-37.04989",False
82710,Museu dos Devotos - Senhor José Ademar,Aberto,"-10.12806,-36.172058",False
82711,Parque Estadual do Lajeado,Aberto,"-10.240388,-48.356187",False
82712,Memorial Johannes Christian Moritz Minnemann,Aberto,"-32.035375,-52.107587",False
82713,Museu Municipal de Porecatu,Aberto,"-22.755235,-51.377555",False
82714,Casa da Cultura Doutor Mildo Rugani,Aberto,"-20.26705,-44.307291",False
82715,Museu-Laboratório de Rochas e Minerais - Universidade Federal de Goiás - Campus Catalão,Aberto,"-18.1550531,-47.9293642043822",False
82716,Museu Municipal de Alegria,Aberto,"-27.834947,-54.056262",False
82717,Memorial da Cultura Indígena,Aberto,"-20.470357,-54.569913",False
82719,Museu do Futuro,Aberto,"-22.416958,-42.975608",False
82720,Parque Estadual dos Três Picos,Aberto,"-22.466297,-42.652762",False
82721,Museu Oceanográfico Professor Eliézer de Carvalho Rios - Universidade do Rio Grande - FURG,Aberto,"-32.0289266,-52.1059983",False
82722,Parque Estadual da Serra Nova,Aberto,"-16.724903,-43.87343",False
82723,Memorial da Câmara Municipal de Salvador,Aberto,"-12.974457,-38.512879",False
82724,Instituto Museu e Biblioteca de Odontologia da Bahia - Museu Doutora Miriam Cléa Barreto Rocha,Aberto,"-12.99834,-38.465128",False
82725,Museu Memória do Bixiga,Aberto,"-23.560103,-46.647727",False
82726,Museu Municipal Monsenhor Estanislau Wolski,Aberto,"-28.5128314,-55.2305903",False
82727,Museu Pomerano Franz Ramlow,Fechado,"-18.6157453455849,-40.6028079986572",False
82728,Memorial da Justiça do Trabalho do Ceará,Aberto,"-3.737789,-38.493965",False
82729,Museu Francisco Alves,Aberto,"-22.453357,-43.468015",False
82730,Museu da Imigração - Santa Bárbara D'Oeste,Fechado,"-22.7555808,-47.4161862",False
82731,Casa das Rosas,Aberto,"-23.5631043,-46.6543825",False
82732,Centro de Documentação e Memória Garoto,Aberto,"-20.342194,-40.287846",False
82733,Museu Casa da Feb - Força Expedicionária Brasileira,Fechado,"-22.912141877508464,-43.178125619888306",False
82734,Solar do Jambeiro,Aberto,"-22.903393,-43.127997",False
82735,Museu de Arte Contemporânea de Sorocaba - MACS,Aberto,"-23.496069,-47.455565",False
82736,Museu de Arte Popular da Paraíba - MAPP - Universidade Estadual da Paraíba,Aberto,"-7.2290752,-35.8808337",False
82737,Museu da História da Medicina do Paraná,Aberto,"-25.4369779,-49.2742451",False
82738,Museu de Arte Brasil Estados Unidos,Aberto,"-1.457793,-48.494241",False
82739,Museu Municipal Horácio José dos Santos,Aberto,"-8.32717626650363,-35.7094287872314",False
82740,Museu do Santuário Bom Jesus: Memorial Padre Lucas Kocik,Aberto,"-14.201237257961,-42.7905464172363",False
82741,Parque Estadual do Forno Grande,Aberto,"-20.5166471,-41.0840505",False
82742,Museu de Rua Alto Paraná Ontem e Hoje - Sala Museu Biblioteca Professor Olympio B. Filho,Aberto,"-23.1354468059129,-52.3252201080322",False
82743,Museu de Pássaros e Outros Bichos,Aberto,"-1.2608559,-48.4634579",False
82744,Museu Municipal de Rolândia,Aberto,"-23.3106161,-51.3705957",False
82745,Associação Fundação Cultural Professor Jairo José Campos da Costa,Aberto,"-6.0886554,-38.1235709",False
82746,Panteão da Pátria Tancredo Neves,Aberto,"-15.8008398,-47.8613556059949",False
82747,Museu Náutico de Ilhabela,Fechado,"-23.8231104,-45.3611094",False
82748,Museu Municipal Doutor Júlio Arantes Sanderson de Queiroz,Aberto,"-21.974096,-44.604643",False
82749,Museu de Drogas da Polícia Civil do Distrito Federal,Aberto,"-15.8847498041744,-48.0575412511826",False
82750,Paço das Artes Francisco Matarazzo Sobrinho,Aberto,"-23.5750335,-46.6778541",False
82751,Museu Brasileiro da Escultura e da Ecologia - MuBE,Aberto,"-23.5733142,-46.6766937",False
82752,Museu Municipal João Moreira da Silva,Aberto,"-22.070101,-46.5724391",False
82753,Museu Municipal Joaquim de Bastos Bandeira,Aberto,"-21.090857,-45.089274",False
82754,Museu Municipal Doutor Orlando Dias Athayde,Aberto,"-28.517732,-53.988825",False
82755,Casa da Memória Madre Leônia Milito,Aberto,"-23.3362672,-51.1687502",False
82756,Memorial Arnon de Mello,Aberto,"-9.661312,-35.73107",False
82757,Memorial Desembargador Hélio Cabral do Ministério Público de Alagoas,Aberto,"-9.662518,-35.728189",False
82758,Museu de Arte Dica Frazão,Aberto,"-2.418109,-54.712523",False
82759,Centro da Memória da Igreja de Juiz de Fora,Aberto,"-21.782579,-43.344369",False
82760,Casa da Memória José Evangelista de Vasconcelos,Aberto,"-3.7300232,-40.99265109999999",False
82761,Museu Cultural do Sertanejo Chico Bento,Aberto,"-6.3188107,-38.2857265",False
82762,Parque Estadual Serra da Baitaca,Aberto,"-25.3893044,-49.0455233",False
82763,Parque Estadual da Serra da Cantareira - Núcleo Engordador,Aberto,"-23.2971156,-46.7610744",False
82764,Museu Municipal de Jacupiranga,Aberto,"-24.749175,-48.060508",False
82766,Museu Penitenciário do Estado do Rio de Janeiro,Aberto,"-22.9116104,-43.1951123",False
82767,Museu de Zoologia da Universidade Federal de Pernambuco,Aberto,"-8.0523305,-34.9450931",False
82768,Centro de Memória Alfa/maxicrédito,Aberto,"-27.08236,-52.623075",False
82769,Museu da Paz,Fechado,"-26.47982735,-49.0861342633489",False
82770,Museu Histórico Lourenço Manenti,Aberto,"-28.9278045,-49.6820346",False
82771,Nosso Museu,Aberto,"-20.870122,-48.302306",False
82772,Museu da Ciência de São Carlos Professor Mário Tolentino,Aberto,"-22.01645285,-47.8903542005443",False
82774,Memorial do Deutscher Hilfsverein Ao Colégio Farroupilha,Aberto,"-30.034667,-51.170145",False
82775,Museu do Tropeiro de Boituva,Aberto,"-23.2834536819957,-47.6735401153564",False
82776,Museu da Imagem e do Som de Mato Grosso do Sul,Aberto,"-20.4684454,-54.6176796",False
82777,Museu Vivo Casa Cultural do Povo Kokama,Aberto,"-4.230608,-69.942254",False
82778,Museu Municipal Dom Severino Kögl,Aberto,"-24.469763,-53.955764",False
82779,Espaço da Memória Padre Aníbal Círico,Aberto,"-26.3716169,-48.7236474",False
82780,Museu e Arquivo Histórico Jornalista José Jorge Júnior,Aberto,"-22.4268404,-50.5778087",False
82781,Casa do Velho Chico,Aberto,"-9.9711659,-37.0036464",False
82782,Museu Willy Zumblick,Aberto,"-28.471811,-49.014864",False
82783,Planetário Digital de Anápolis - Espaço de Astronomia e Ciências Afins,Aberto,"-16.3419051160309,-48.9362490177155",False
82784,Museu Histórico de Acari,Aberto,"-6.4350403,-36.6408876",False
82785,Fazenda Anhumas,Aberto,"-9.133791798864634,-36.14656448364258",False
82786,Museu da Fotografia Documental (virtual),Aberto,"-15.7385623198798,-47.8959703445435",False
82787,Memorial Artístico e Fotográfico de Avaré Doutor Tininho Negrão,Aberto,"-23.1026111,-48.923631",False
82788,Museu Artístico e Histórico de Brazlândia,Fechado,"-15.686282329030274,-48.19768667221069",False
82789,Centro de Memória da Escola de Enfermagem da Universidade Federal de Minas Gerais,Aberto,"-19.9248855,-43.928959",False
82790,Casa da Memória Zizi Bonfim,Aberto,"-19.6319307,-42.1089217",False
82791,Fundação Clóvis Salgado,Aberto,"-19.928107,-43.932862",False
82792,Museu de Armas da Polícia Civil do Distrito Federal,Aberto,"-15.7942287,-47.8821658",False
82793,Museu Municipal de Antônio Carlos,Aberto,"-27.5178524,-48.7684454",False
82794,Museu de Arqueologia - Manaus,Aberto,"-3.1355,-60.021044",False
82795,Museu Theodomiro Santiago - Universidade Federal de Itajubá (UNIFEI),Aberto,"-22.4140689,-45.4507529",False
82796,Museu Sacro-Militar - Irmandade Santa Cruz dos Militares,Fechado,"-22.902293,-43.175881",False
82797,Museu do Homem do Curimataú - Universidade Federal de Campina Grande UFCG,Aberto,"-6.48399233112382,-36.1503624916077",False
82798,Museu da Gastronomia Maranhense,Aberto,"-2.5283938,-44.3055275",False
82799,Museu Municipal Caminhos de Peabiru,Aberto,"-23.913995,-52.34475570000001",False
82800,Museu Casa Rosa,Aberto,"-20.4124134516047,-40.6746482849121",False
82801,Zoológico Pomerode,Aberto,"-26.741512,-49.172249",False
82802,Museu e Arquivo Histórico Prefeito Antonio Sandoval Netto,Aberto,"-22.1166462,-51.4115836",False
82803,Centro Cultural São Paulo,Aberto,"-23.5714751,-46.6402144",False
82804,Museu Orgânico - Museu do Ciclo do Couro Memorial Espedito Seleiro,Aberto,"-7.0887616,-39.6835766",False
82806,Museu Forte Defensor Perpétuo de Paraty,Aberto,"-23.2118668298307,-44.7115968167782",False
82807,Museu Mário Fava,Aberto,"-22.0742539,-48.739075",False
82808,Museu Ferroviário do Ceará,Aberto,"-3.7282111,-38.5157086",False
82810,Museu de Imigração Italiana em Santa Teresa,Fechado,"-19.9345224803598,-40.6008553504944",False
82811,Museu de Enfermagem Anna Nery - Universidade Federal do Rio de Janeiro UFRJ,Aberto,"-22.9098414,-43.2015747",False
82812,Museu Histórico João Carlos Borges,Aberto,"-13.8589481,-40.0833093",False
82813,Museu Paiter A Soe,Aberto,"-11.210733765689495,-61.2872314453125",False
82814,Museu Histórico Professor Carlos da Silva Lacaz - Faculdade de Medicina da Universidade de São Paulo,Aberto,"-23.554037,-46.671054",False
82815,Museu Municipal Carlos Lampe,Aberto,"-26.2539361,-49.5171434",False
82816,Museu Cinema de Animação Lula Gonzaga - Muca,Aberto,"-8.20388716133233,-35.5491614341736",False
82817,Museu Usina - Museu Histórico Municipal de Imbituba,Fechado,"-28.2414638,-48.6704124",False
82818,Museu do Humor Cearense,Aberto,"-3.7367951,-38.5352391",False
82819,Museu de Ciências - Universidade do Vale do Taquari,Aberto,"-29.4485861,-51.9467733",False
82820,Museu de Arqueologia de Ponta Grossa,Aberto,"-25.1216067,-50.1515066",False
82821,Centro de Cultura e Memória Taro Konno,Aberto,"-23.4974219,-46.1560493",False
82822,Museu Conceição de Itanhaém,Aberto,"-24.1839258,-46.7889681",False
82823,Museu Municipal Padre Paulo Bortolini,Aberto,"-28.827981995159753,-53.109025955200195",False
82824,Fundação Museu Mariano Procópio - MAPRO,Aberto,"-21.7475702,-43.3614719",False
82825,Centro Cultural UFG - Universidade Federal de Goiás,Aberto,"-16.6775789,-49.2458376",False
82826,Museu do Índio Luiza Cantofa,Aberto,"-5.664779,-37.7973229",False
82827,Seringal Museu Capitão Ciríaco,Aberto,"-9.975374,-67.824903",False
82828,Museu Paulista da Universidade de São Paulo - Museu do Ipiranga,Aberto,"-23.585377,-46.609723",False
82829,Museu do Homem Serrano,Aberto,"-6.686659,-35.4432344",False
82830,Museu Memorial Iyá Davina,Aberto,"-22.8093976,-43.3877343",False
82831,Museu Histórico Professor Doutor Wladimir da Prússia Gomez Ferraz,Fechado,"-23.5993596,-46.6453659",False
82832,Museu de Artes da Aspes/universidade da Região da Campanha,Aberto,"-30.882859,-55.511773",False
82833,"Museu de Arte Assis Chateaubriand - MAAC da Fundação de Apoio ao Ensino, à Pesquisa e à Extensão - FURNE",Aberto,"-7.2189856,-35.8825635",False
82834,Museu de Ciências Naturais Carlos Ritter - Universidade Federal de Pelotas,Aberto,"-31.7709279,-52.3405518",False
82835,Museu Ferroviário Domingos Lage - Cachoeiro de Itapemirim,Aberto,"-20.848750689023,-41.117507815361",False
82836,Museu Morada Nova,Aberto,"-18.603646,-45.3570112",False
82837,Memorial das Cidades-Irmãs,Aberto,"-23.4974219,-46.1560493",False
82838,Museu de Comunicação Hipólito José da Costa,Aberto,"-30.031118,-51.233257",False
82839,Museu da Indústria do Ceará/FIEC/SESI Ceará,Aberto,"-3.7227776,-38.527057600000035",False
82840,Museu Municipal Histórico e Cultural Maria Torres Gonçalves,Aberto,"-16.355757,-46.908382",False
82841,Museu Histórico Antonio Granemann de Souza,Fechado,"-27.28342,-50.5811",False
82842,Museu Histórico de Campo Largo,Aberto,"-25.453023,-49.52951",False
82843,Espaço Oscar Niemeyer,Aberto,"-15.800982,-47.861547",False
82844,Museu Judaico de São Paulo (MUJ),Aberto,"-23.550787,-46.645742",False
82845,Memorarte,Aberto,"-22.1615871,-45.7549301",False
82846,Museu Histórico de Santa Cruz,Aberto,"-19.9540489,-40.1540501",False
82847,Museu Padre Eustáquio,Aberto,"-23.5268404,-46.344273",False
82848,Museu Arqueológico de Aimorés,Aberto,"-19.5047024,-41.0711287",False
82849,Aquário do Rio São Francisco,Aberto,"-19.861456,-44.0054323",False
82851,Museu da Água Gunther Buhr,Aberto,"-26.910481,-49.070089",False
82852,Museu Afrobrasileiro de Sergipe,Aberto,"-10.805691,-37.170219",False
82853,Memorial da Cantina Antunes,Aberto,"-29.1763165,-51.1801991857724",False
82854,Memorial da Cultura Polonesa,Aberto,"-25.426203,-50.007515",False
82855,Memorial Santa Dulce dos Pobres,Aberto,"-12.929424,-38.507413",False
82856,Museu Fonográfico Luiz Gonzaga,Fechado,"-7.24225,-35.903083",False
82857,Museu Criminal da Polícia Federal,Aberto,"-15.651674,-47.905696",False
82858,Museu do Engenho Colonial,Aberto,"-3.8991341,-38.3899797",False
82859,Museu Murillo La Greca,Aberto,"-8.0373797,-34.9098813",False
82860,Ecomuseu do Quarteirão Cultural do Matadouro de Santa Cruz,Aberto,"-22.9229616,-43.6931205",False
82861,Museu das Cadeiras Brasileiras - MUCA,Aberto,"-15.8575224,-38.8811636",False
82862,Museu Casa Histórica de Alcântara (Ibram),Aberto,"-2.4038968,-44.4153646",False
82863,Museu Histórico de Campos dos Goytacazes,Aberto,"-21.7558726483515,-41.323716044426",False
82864,Museu de História Natural Hortêncio Pereira da Silva Júnior,Aberto,"-22.4401958128519,-46.8213486671448",False
82865,Museu Madi Sobral,Aberto,"-3.6924767,-40.3483001",False
82866,Museu Tertuliano de Melo,Aberto,"-4.8041517,-38.7504315",False
82867,Museu do Automóvel de Canela,Aberto,"-29.3609001,-50.8243838",False
82868,Museu da Loucura - Barbacena,Aberto,"-21.2091344,-43.7868037",False
82869,Museu das Comunicações da Uri Profª Rosane Vontobel Rodrigues (universidade Regional Integrada do Alto Uruguai e das Missões) Campus Santiago,Aberto,"-29.1914625,-54.8665295",False
82870,Museu do Rádio - Pajeú,Aberto,"-7.7488818,-37.6453721",False
